Type, Dispense, cw/ccw, speed, start_x, start_y, end_x, end_y, center_x, center_y
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	12.084	-76.743
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	60.420	-48.837
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	24.168	-18.606
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	4.028	30.231
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-36.252	-11.629
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	40.280	27.909
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-24.168	-55.811
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-32.224	-46.514
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-16.112	-46.514
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	0.000	-46.514
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-20.140	-25.583
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-4.031	-67.456
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	8.014	-69.740
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	20.140	-67.444
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	28.194	-76.745
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	32.224	-69.765
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	36.250	-76.745
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	16.112	-55.811
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	20.140	-48.835
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	12.084	-48.835
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	4.026	-53.487
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-4.030	-53.487
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-12.086	-53.487
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-36.277	-53.500
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-48.338	-46.510
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-64.450	-41.861
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-60.420	-48.835
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-60.422	-53.487
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-48.337	-55.813
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-12.084	-76.741
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-4.026	-76.745
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-24.168	-74.420
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-44.308	-76.741
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-52.428	-67.512
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-24.168	-69.765
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-16.112	-69.765
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-32.226	-69.768
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-40.280	-69.765
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	28.196	-62.790
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-32.226	-27.908
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-40.280	-27.904
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-24.168	-32.560
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-12.084	-34.881
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-44.310	-34.885
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-48.338	-27.908
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-56.392	-32.560
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-64.450	-27.908
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-68.478	-20.931
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-76.532	-6.974
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-8.054	-27.908
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-88.618	-4.650
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-80.562	-13.955
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-52.366	-6.978
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-48.364	-13.935
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-56.394	-13.955
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-24.170	-4.650
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-20.142	-11.627
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-28.196	-11.629
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-0.002	-13.955
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-12.086	-6.978
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-4.026	-6.978
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-8.058	-13.955
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-76.534	-25.580
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-68.476	-34.881
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-56.394	-27.908
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-36.253	-34.883
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	12.082	-39.533
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	8.054	-32.557
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	4.026	-25.580
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-4.028	-34.881
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-40.282	-4.650
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-60.420	-6.974
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-32.224	-4.652
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	72.504	-27.906
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	76.532	-25.583
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	84.588	-11.628
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	72.506	-13.952
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	64.450	-18.605
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	88.616	0.001
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	80.560	0.001
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	64.473	-4.664
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	76.536	6.978
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	56.396	-4.648
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	80.563	13.944
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	72.504	13.955
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	60.420	6.978
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	68.476	20.931
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	48.340	9.306
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	72.504	27.908
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	52.366	16.279
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	68.478	34.888
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	60.436	30.239
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	48.338	23.256
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	44.308	20.931
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	44.310	30.232
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	56.392	41.813
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	60.422	48.838
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	36.252	34.885
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	40.280	41.861
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	48.340	51.166
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	32.224	41.861
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	52.364	58.139
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	40.278	55.812
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	48.340	69.768
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-4.028	76.745
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-12.082	76.741
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-16.110	79.070
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-32.253	79.159
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-24.167	69.766
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-16.110	65.116
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-44.306	76.741
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-40.278	69.765
CIRCLE	0	0	20	0.000	0.000	0.000	0.000	-28.194	58.165
